src,tgt
CCCCCCCCCCCCCCCCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)([O-])[O-],CCCCCCCCCCCCCCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)([O-])[O-]
O=Cc1cc(O)ccc1O,O=C(O)c1cc(O)ccc1O
CC(O)=N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O,CC([O-])=N[C@H]1C(OP(=O)([O-])O)O[C@H](CO)[C@H](O)[C@@H]1O
COc1ccc2c(=O)cc(-c3ccccc3)oc2c1,C=O
CCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],CCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]
CC(C)CCC[C@H](C)C(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],CC(C)CCCC(C)C(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]
[NH3+][C@@H](Cc1ccc(O)c(I)c1)C(=O)[O-],[NH3+][C@@H](Cc1cc(I)c([O-])c(I)c1)C(=O)[O-]
CC(C)CCC[C@@H](C)[C@H]1CCC2C3C(CC[C@@]21C)[C@@]1(C)CCC(=O)CC1C[C@H]3O,CC(C)CCC[C@@H](C)[C@H]1CCC2C3C(CC[C@@]21C)[C@@]1(C)CC[C@@H](O)CC1C[C@H]3O
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@]21CCC(=O)O1)[C@H](S)CC1=CC(=O)CC[C@@]13C,C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]21CCC(=O)O1
COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2CO)CC1,Cc1cccc(CO)c1NC(=O)CN1CCNCC1
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,COc1c(O)cc2c(c1OC)-c1ccc(OC)c(=O)cc1[C@@H](N=C(C)O)CC2
NCCC(O)=N[C@@H](Cc1cnc[nH]1)C(=O)O,CC([O-])=NCCC(O)=N[C@H](Cc1cnc[nH]1)C(=O)O
CCCCCCCC(O)CC(=O)SC,CCCCCCCC(=O)CC(=O)SC
CC(=O)N1CCN(c2ccc(OCC3COC(CN4C(=O)CNC4O)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(=O)N1CCN(c2ccc(OCC3COC(CN4C(=O)CNC4=O)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1
O=c1nc([O-])ccn1[C@@H]1O[C@H](COP(=O)([O-])O)[C@@H](O)[C@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)(O)OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc([O-])nc3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
C=C(C)CCOP(=O)(O)OP(=O)(O)O,CC(C)=CCOP(=O)(O)OP(=O)(O)O
NC(Cc1cc(I)c(O)c(I)c1)C(=O)O,NC(Cc1ccc(O)c(I)c1)C(=O)O
COc1ccc(N)c(C(=O)Nc2ccc(Cl)cn2)c1,COc1cc(O)c(N)c(C(=O)Nc2ccc(Cl)cn2)c1
CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,Cc1ccc(Sc2ccccc2N2CC[NH2+]CC2)c(C)c1
CC(=O)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C
Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@H](CO)O2)c(=O)[nH]1,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@H](COP(=O)([O-])[O-])O2)c(=O)[nH]1
[H]/N=c1\nc([O-])c2c([nH]1)NCC(CN(C=O)c1ccc(C(=O)N[C@H](CCC([O-])=NC(CCC([O-])=NC(CCC([O-])=NC(CCC([O-])=NC(CCC([O-])=NC(CCC(=O)[O-])C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1)N2,[H]/N=c1\nc(O)c2c([nH]1)NCC(CN(C=O)c1ccc(C(=O)NC(CCC([O-])=NC(CCC(=O)[O-])C([O-])=NC(CCC(=O)[O-])C(O)=NC(CCC(=O)[O-])C(O)=NC(CCC(=O)[O-])C(O)=NC(CCC(=O)[O-])C(O)=NC(CCC(=O)[O-])C(=O)O)C(=O)O)cc1)N2
CCCCC/C=C/CCC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCC/C=C/C=C/C(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,CCOP(O)(=S)OCC
CC(=O)N[C@@H](CO[C@@H]1O[C@@H](CO)C(O)[C@H](O)[C@H]1O)[C@@H](C)O,CC(=O)N[C@@H](CO[C@@H]1O[C@@H](CO)C(O)[C@H](OS(=O)(=O)[O-])[C@H]1O)[C@@H](C)O
OC[C@@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,CO[C@H]1O[C@@H](CO)[C@H](O)[C@H](O)[C@H]1O
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,Nc1c(O)cccc1C(=O)C[C@H](N)C(=O)O
CCCCCCCCCCCCCCCCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CC(C)C(O)CCC(C)C1CCC2C3C(O)C=C4CC(O)CCC4(C)C3CCC12C,CC(C)C(O)CCC(C)C1CCC2C3C(O)CC4=CC(=O)CCC4(C)C3CCC12C
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OC(=O)CCCC(N)C(=O)O)C(O)C1O,CSC(=O)CCCC(N)C(=O)O
O=c1ccn([C@H]2C[C@H](O)[C@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1,O=c1ccn([C@H]2C[C@H](O)[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1
Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,Nc1ccn(C2CSC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1
[Ca+2].[N-]=C=[N-],NC=NO
C[NH+]1CC[C@@]23c4c5ccc(O)c4O[C@@H]2C(=O)C=C[C@H]3[C@H]1C5,C[NH+]1CC[C@@]23c4c5ccc(O)c4O[C@@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
CC/C=C\CC=CC/C=C\CCCCCCCC(=O)OC1CC[C@]2(C)C(=CC[C@H]3[C@H]2CC[C@@]2(C)[C@H]([C@@H](C)CCCC(C)C)CC[C@H]32)C1,CC/C=C\CC=CC/C=C\CCCCCCCC(=O)[O-]
COc1ccc2c(c1)[nH]c1c(C)nccc12,COc1cc2[nH]c3c(C)nccc3c2cc1O
C#C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,C#C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@@H]4[C@H]3CC[C@@]21C
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,C[N+]1(C2OC(C(=O)[O-])C(O)C(O)C2O)CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1
C[C@H](CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O)C(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CC(CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O)C(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
Cc1c[nH]c(=O)[nH]c1=O,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-],COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)O)C1c1ccccc1[N+](=O)[O-]
N=C(O)OCC(C=O)c1ccccc1,C=C(C=O)c1ccccc1
CCCCC/C=C\CC(=O)CC/C=C/C=C\[C@H](O)CCCC(=O)[O-],CCCCC/C=C\C[C@H](O)CC/C=C/C=C\[C@H](O)CCCC(=O)[O-]
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(NC)c1ccccc1,CCC(N)(COC(=O)c1cc(OC)c(OC)c(OC)c1)c1ccccc1
CCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCCCCCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,Cc1c(OCC(F)(F)F)ccnc1CS(=O)(=O)c1nc2ccccc2[nH]1
CC(C)CCC[C@@H](C)[C@@H]1CC=C2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@H]1CC3,CC(C)CCC[C@@H](C)[C@@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@H]1CC3
CCCCC/C=C\C/C=C\CCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCC/C=C\C/C=C\CCCCC/C=C/C(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,CC(=O)[C@@]1(O)CCC2C3C[C@H](C)C4=CC(=O)C[C@@H](O)[C@]4(C)C3CC[C@@]21C
CCCCCCCCCCCCCC=C[C@@H](O)[C@H](CO[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@H](CO[C@]5(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O5)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(C)=O,CCCCCCCCCCCCCC=C[C@@H](O)[C@H](CO[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(C)=O
CC(C)(CO)[C@@H](O)C(O)=NCCC(O)=NCCS,CC(C)(CO)C(O)C(O)=NCCC(=O)[O-]
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,CC(CCC(=O)OC1OC(C(=O)O)C(O)C(O)C1O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC(O)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
C=CCC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](/C=C(/C)CO)C2(C)C)CC1=O,C=CCC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](/C=C(/C)C=O)C2(C)C)CC1=O
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(O)C1O,CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(OC(=O)C2CCCN2)C1O
O=C(O)Cc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,O=C1NC(=O)C(Cc2ccc(OCCc3ccc(C(=O)O)cn3)cc2)S1
Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,OCc1ccnc2c1N=C(O)c1cccnc1N2C1CC1
O=P([O-])([O-])OC[C@@H]1OC(O)[C@H](O)[C@@H]1O,OC[C@@H]1OC(O)[C@H](O)[C@@H]1O
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,CO[C@H]1/C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(N=C(O)/C(C)=C\C=C/[C@H](CO)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O
O=Cc1ccc(O)cc1,O=Cc1ccc(O)c(O)c1
CC(C)=O,CC(=O)CO
CCCCCCCCCCCCCCC[C@@H](O)[C@@H]([NH3+])CO,CCCCCCCCCCCCCCC[C@@H](O)[C@@H]([NH3+])COP(=O)([O-])[O-]
CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O,CC(O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](OC2CCC(O)C(O)O2)C1)C(=O)c1ccccc1C3=O
O=C(C=Cc1ccc(O)cc1)OC[C@H]1O[C@@H](Oc2cc3ccccc3[o+]c2-c2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](Oc2cc3ccccc3[o+]c2-c2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1cccc(O)c1O,COc1cccc(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c1O
O=C(CO)[C@@H](O)[C@H](O)COP(=O)([O-])[O-],O=C(CO)[C@@H](O)[C@H](O)CO
CC(CO)CCC[C@@H](C)C1CCC2C3C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)CC1=C[C@H]3O,CC(CO)CCCC(C)C1CCC2C3C(O)CC4=CC(=O)CCC4(C)C3CCC12C
O=c1ccc2ccccc2o1,O=c1ccc2ccc(O)cc2o1
C[C@@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)OC(N)=NC1O,C[C@@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)OC(=N)NC1=O
CN1C(S)=NC(O)C1O,CC(=O)C(C)=O
C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,CC(N)Cc1ccccc1
CC1OC(CO)C(OP(=O)(O)OCC2OC(C)C(O)C2OP(=O)(O)OCC2OC(n3ccc(N)nc3=O)C(O)C2OP(=O)(O)OCC2OC(n3ccc(N)nc3=O)C(O)C2OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)C1O,CC1OC(CO)C(OP(=O)(O)OCC2OC(C)C(O)C2OP(=O)(O)OCC2OC(n3ccc(N)nc3=O)C(O)C2OP(=O)(O)OCC2OC(n3ccc(N)nc3=O)C(O)C2O)C1O
CCN(CC)C(=O)c1cccc(C)c1,CCNC(=O)c1cccc(C)c1
NC(=O)CCCCC1CCSS1,NC(=O)CCCCC(S)CCS
CC(F)(CO)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,CC(F)(C=O)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1
CN(CCCC(=O)c1cccnc1)N=O,CN(CCCC(O)c1cccnc1)N=O
CNC(=O)C1CSSCC(NC(C)=O)C(=O)N1,CNC(=O)C(CS)NC(=O)C(CS)NC(C)=O
CC(c1cc2ccccc2s1)N(O)C(N)=O,CC(NC(=N)O)c1cc2ccccc2s1
O=c1ccc2ccccc2o1,O=c1oc2ccccc2cc1O
c1ccc2c(c1)OCO2,[CH2]Oc1ccccc1O
O=CCCOP(=O)(NCCCl)NCCCl,O=P(O)(NCCCl)NCCCl
N=C(N)NCc1cccc([123I])c1.N=C(N)NCc1cccc([123I])c1.O=S(=O)(O)O,O=C(O)CNC(=O)c1cccc([123I])c1
[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],[NH3+][C@@H](CCC(=O)N[C@@H](CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)NCC(=O)[O-])C(=O)[O-]
N[C@@H](CCCC(=O)[O-])C(=O)O,O=C([O-])CCCC(=O)C(=O)[O-]
CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H]3NC(C)=O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)NC(C)=O,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@]5(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O5)[C@H]4O)[C@H]3NC(C)=O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)NC(C)=O
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,CCCCCC/C=C\CCCCCCCC(=O)OC1CC[C@]2(C)C(=CC[C@H]3[C@H]2CC[C@@]2(C)[C@H]([C@@H](C)CCCC(C)C)CC[C@H]32)C1
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC
OCc1ccnc2c1N=C(O)c1cccnc1N2C1CC1,O=C1Nc2c(C(=O)O)ccnc2N(C2CC2)c2ncccc21
CC(C)C[C@H](O)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1,CC(C)C[C@H](O)NC(=O)[C@@H](NC(=O)c1cnccn1)C(O)c1ccccc1
CC(C)C[C@H](N)C(=O)O,CC([O-])=NC(CC(C)C)C(=O)O
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)[O-],CCCCC[C@H](O)/C=C/[C@H]1C=CC(=O)[C@@H]1CCCCCCC(=O)[O-]
CCC,CCO
Cc1[nH]c(/C=C2\C(O)=Nc3ccccc32)c(C)c1CCC(=O)O,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(O)cc32)c(C)c1CCC(=O)O
O=C([O-])[C@@H](COP(=O)([O-])[O-])OP(=O)([O-])[O-],O=C([O-])[C@@H](CO)OP(=O)([O-])[O-]
C/C(=C\CCC(C)C)C(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],CC(C)CCC(O)[C@H](C)C(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]
Oc1ccc2c(c1)CCC1C2CCC2CCCC21,O=S(=O)(O)Oc1ccc2c(c1)CCC1C2CCC2CCCC21
CC(=O)OC[C@@H](O)COP(=O)([O-])[O-],CC(=O)OCC(O)CO
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,CC12CCC3c4ccc(OS(=O)(=O)O)cc4CCC3C1CCC2=O
O=P([O-])([O-])OC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,O=P([O-])([O-])OC[C@@H]1O[C@@H](OP(=O)([O-])O)[C@@H](O)[C@H](O)[C@H]1O
CC(C)CC[C@@H](O)[C@@H](C)C1CCC2C3CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C,CC(C)CCC(O)C(C)(O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C
C=C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,CC(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
NC(=O)C(CCC(=O)O)N1C(=O)c2ccccc2C1=O,NC(=O)C(CCC(=O)O)NC(=O)c1ccccc1C=O
CC(=O)N[C@@H](COP(=O)([O-])[O-])[C@@H](C)O,CC(=O)N[C@@H](CO)[C@@H](C)O
CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C(O)[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,CC[C@H](C)C(=O)O[C@H]1CC2OC2C2C=C(O)[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,C[C@H](CSSC[C@H](N)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
CC(CCCC(C)C1CCC2C3C(O)C=C4CC(O)CCC4(C)C3CCC12C)C(=O)O,CC(CCCC(C)C1CCC2C3C(O)CC4=CC(=O)CCC4(C)C3CCC12C)C(=O)O
CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]
CC[C@@H](O)C=CC=CCC=CCC=CCC=CCCCC(=O)[O-],CC[C@@H](O)C=CC=CCC=CCC=CC=C[C@H](CCCC(=O)[O-])OO
[NH3+]CCc1ccc(Oc2ccc(O)cc2)c(I)c1,[NH3+]CCc1ccc(Oc2ccc(O)cc2)cc1
CC(C=CC(=O)O)=CC(=O)O,O=C(O)C=C1C=CC(=O)O1
CC1CCC2C3CCC4CCCCC4(C)C3[C@@H](O)CC12C,CC1CCC2C3CCC4CCCCC4(C)C3C(=O)CC12C
CNC(=O)C(CC(C(=O)O)C(=O)O)NC(C)=O,CNC(=O)C(CCC(=O)O)NC(C)=O
CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1,CC(=O)Nc1ccc(O)cc1
CC(=O)N[C@H]1C(C)O[C@H](CO)[C@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,CC(=O)N[C@H]1C(C)O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
O=P1(N(CCCl)CCCl)NCCCO1,O=P1(N(CCCl)CCCl)NC(O)CCO1
